Filename,x,y,Likelihood
Re_phen_15min_again_3.tif,99,504,0.9957285523414612
Re_phen_15min_again_3.tif,101,392,0.8436402082443237
Re_phen_15min_again_3.tif,101,246,0.703885018825531
Re_phen_15min_again_3.tif,106,139,0.9924278855323792
Re_phen_15min_again_3.tif,107,253,0.9991670846939087
Re_phen_15min_again_3.tif,106,962,0.9876934885978699
Re_phen_15min_again_3.tif,112,499,0.9994256496429443
Re_phen_15min_again_3.tif,106,627,0.718791663646698
Re_phen_15min_again_3.tif,113,631,0.9953474402427673
Re_phen_15min_again_3.tif,114,821,0.9975838661193848
Re_phen_15min_again_3.tif,115,699,0.9941534399986267
Re_phen_15min_again_3.tif,117,209,0.9952744245529175
Re_phen_15min_again_3.tif,118,837,0.9995558857917786
Re_phen_15min_again_3.tif,116,498,0.739386796951294
Re_phen_15min_again_3.tif,116,10,0.7132183909416199
Re_phen_15min_again_3.tif,116,99,0.7282307147979736
Re_phen_15min_again_3.tif,120,155,0.9989169836044312
Re_phen_15min_again_3.tif,118,790,0.8683321475982666
Re_phen_15min_again_3.tif,117,910,0.8068511486053467
Re_phen_15min_again_3.tif,131,10,0.999995231628418
Re_phen_15min_again_3.tif,121,256,0.9972930550575256
Re_phen_15min_again_3.tif,126,714,0.9939739108085632
Re_phen_15min_again_3.tif,122,553,0.7237111330032349
Re_phen_15min_again_3.tif,125,493,0.896844208240509
Re_phen_15min_again_3.tif,128,146,0.9743030667304993
Re_phen_15min_again_3.tif,128,384,0.9979488253593445
Re_phen_15min_again_3.tif,135,998,0.9987623691558838
Re_phen_15min_again_3.tif,135,506,0.9915362596511841
Re_phen_15min_again_3.tif,137,222,0.9626343846321106
Re_phen_15min_again_3.tif,140,26,0.9690582156181335
Re_phen_15min_again_3.tif,139,1008,0.9546027779579163
Re_phen_15min_again_3.tif,144,471,0.9996720552444458
Re_phen_15min_again_3.tif,142,826,0.9771220088005066
Re_phen_15min_again_3.tif,144,255,0.9907369017601013
Re_phen_15min_again_3.tif,142,506,0.7193428874015808
Re_phen_15min_again_3.tif,156,86,0.9998914003372192
Re_phen_15min_again_3.tif,154,243,0.9999209642410278
Re_phen_15min_again_3.tif,148,363,0.9991284012794495
Re_phen_15min_again_3.tif,150,669,0.9919722080230713
Re_phen_15min_again_3.tif,148,20,0.721156120300293
Re_phen_15min_again_3.tif,152,979,0.9752296209335327
Re_phen_15min_again_3.tif,155,508,0.9997305274009705
Re_phen_15min_again_3.tif,151,736,0.8829946517944336
Re_phen_15min_again_3.tif,155,489,0.9976691603660583
Re_phen_15min_again_3.tif,164,350,0.9998830556869507
Re_phen_15min_again_3.tif,154,824,0.7898468375205994
Re_phen_15min_again_3.tif,157,258,0.8503336906433105
Re_phen_15min_again_3.tif,166,668,0.9897484183311462
Re_phen_15min_again_3.tif,161,738,0.9299917221069336
Re_phen_15min_again_3.tif,173,852,0.9996682405471802
Re_phen_15min_again_3.tif,164,395,0.9974327683448792
Re_phen_15min_again_3.tif,162,756,0.997884213924408
Re_phen_15min_again_3.tif,162,519,0.7690617442131042
Re_phen_15min_again_3.tif,167,33,0.9364126324653625
Re_phen_15min_again_3.tif,166,381,0.975266695022583
Re_phen_15min_again_3.tif,169,526,0.9996482133865356
Re_phen_15min_again_3.tif,171,159,0.9801805019378662
Re_phen_15min_again_3.tif,173,652,0.9998956918716431
Re_phen_15min_again_3.tif,173,751,0.9879414439201355
Re_phen_15min_again_3.tif,181,230,0.9991409778594971
Re_phen_15min_again_3.tif,173,972,0.9990966320037842
Re_phen_15min_again_3.tif,175,141,0.9988777041435242
Re_phen_15min_again_3.tif,173,815,0.9841890931129456
Re_phen_15min_again_3.tif,177,411,0.9970998764038086
Re_phen_15min_again_3.tif,174,1015,0.7075080871582031
Re_phen_15min_again_3.tif,179,900,0.9462382197380066
Re_phen_15min_again_3.tif,180,1,0.9183409214019775
Re_phen_15min_again_3.tif,184,171,0.9990647435188293
Re_phen_15min_again_3.tif,181,1019,0.9924901127815247
Re_phen_15min_again_3.tif,180,667,0.7533206343650818
Re_phen_15min_again_3.tif,182,156,0.7429519295692444
Re_phen_15min_again_3.tif,183,646,0.8385844826698303
Re_phen_15min_again_3.tif,184,998,0.9657081961631775
Re_phen_15min_again_3.tif,187,672,0.9856559038162231
Re_phen_15min_again_3.tif,187,369,0.905910313129425
Re_phen_15min_again_3.tif,192,1,0.9844663143157959
Re_phen_15min_again_3.tif,190,879,0.7281087040901184
Re_phen_15min_again_3.tif,191,1003,0.7137814164161682
Re_phen_15min_again_3.tif,198,873,0.9791308045387268
Re_phen_15min_again_3.tif,193,889,0.7382336258888245
Re_phen_15min_again_3.tif,199,239,0.9929671287536621
Re_phen_15min_again_3.tif,197,1006,0.9345447421073914
Re_phen_15min_again_3.tif,201,129,0.9934890270233154
Re_phen_15min_again_3.tif,204,905,0.9827623963356018
Re_phen_15min_again_3.tif,207,28,0.9995830655097961
Re_phen_15min_again_3.tif,213,137,0.9981064796447754
Re_phen_15min_again_3.tif,208,892,0.7668672800064087
Re_phen_15min_again_3.tif,221,12,0.9999889135360718
Re_phen_15min_again_3.tif,212,484,0.9994381070137024
Re_phen_15min_again_3.tif,211,772,0.8659973740577698
Re_phen_15min_again_3.tif,215,747,0.9976270794868469
Re_phen_15min_again_3.tif,221,762,0.9996458292007446
Re_phen_15min_again_3.tif,220,167,0.9415197968482971
Re_phen_15min_again_3.tif,220,217,0.9235747456550598
Re_phen_15min_again_3.tif,222,91,0.9996858835220337
Re_phen_15min_again_3.tif,225,804,0.9986629486083984
Re_phen_15min_again_3.tif,230,753,0.9844638705253601
Re_phen_15min_again_3.tif,233,156,0.9987468719482422
Re_phen_15min_again_3.tif,228,473,0.990794837474823
Re_phen_15min_again_3.tif,230,843,0.9984013438224792
Re_phen_15min_again_3.tif,231,130,0.9926295280456543
Re_phen_15min_again_3.tif,234,366,0.9990504384040833
Re_phen_15min_again_3.tif,238,808,0.9987078905105591
Re_phen_15min_again_3.tif,238,2,0.9369104504585266
Re_phen_15min_again_3.tif,243,837,0.9919214248657227
Re_phen_15min_again_3.tif,245,363,0.796828031539917
Re_phen_15min_again_3.tif,249,42,0.9966225624084473
Re_phen_15min_again_3.tif,251,811,0.9998769760131836
Re_phen_15min_again_3.tif,246,819,0.7321462631225586
Re_phen_15min_again_3.tif,251,826,0.9953849911689758
Re_phen_15min_again_3.tif,251,152,0.9641939401626587
Re_phen_15min_again_3.tif,249,835,0.7251908779144287
Re_phen_15min_again_3.tif,253,28,0.9789450168609619
Re_phen_15min_again_3.tif,256,480,0.9999585151672363
Re_phen_15min_again_3.tif,255,844,0.9896175265312195
Re_phen_15min_again_3.tif,256,6,0.9276607632637024
Re_phen_15min_again_3.tif,257,730,0.8747750520706177
Re_phen_15min_again_3.tif,262,271,0.9995811581611633
Re_phen_15min_again_3.tif,262,546,0.9997949004173279
Re_phen_15min_again_3.tif,258,820,0.7521848678588867
Re_phen_15min_again_3.tif,267,713,0.9997323155403137
Re_phen_15min_again_3.tif,260,807,0.7554084658622742
Re_phen_15min_again_3.tif,264,149,0.8760806322097778
Re_phen_15min_again_3.tif,264,19,0.9491044878959656
Re_phen_15min_again_3.tif,267,473,0.9997660517692566
Re_phen_15min_again_3.tif,265,704,0.8948015570640564
Re_phen_15min_again_3.tif,269,289,0.9998364448547363
Re_phen_15min_again_3.tif,266,419,0.7783812284469604
Re_phen_15min_again_3.tif,269,136,0.9993253946304321
Re_phen_15min_again_3.tif,275,929,0.9992594122886658
Re_phen_15min_again_3.tif,271,485,0.7897160053253174
Re_phen_15min_again_3.tif,276,624,0.997566819190979
Re_phen_15min_again_3.tif,279,706,0.9987745881080627
Re_phen_15min_again_3.tif,278,473,0.9990242719650269
Re_phen_15min_again_3.tif,278,785,0.9340407848358154
Re_phen_15min_again_3.tif,278,4,0.778354823589325
Re_phen_15min_again_3.tif,282,286,0.9991142153739929
Re_phen_15min_again_3.tif,280,632,0.7012838125228882
Re_phen_15min_again_3.tif,283,985,0.9826248288154602
Re_phen_15min_again_3.tif,281,161,0.7052531242370605
Re_phen_15min_again_3.tif,289,166,0.9973509311676025
Re_phen_15min_again_3.tif,285,468,0.9857886433601379
Re_phen_15min_again_3.tif,283,20,0.7837076783180237
Re_phen_15min_again_3.tif,290,490,0.999745786190033
Re_phen_15min_again_3.tif,300,310,0.999589741230011
Re_phen_15min_again_3.tif,292,789,0.999338686466217
Re_phen_15min_again_3.tif,302,192,0.9985247254371643
Re_phen_15min_again_3.tif,291,426,0.9974219799041748
Re_phen_15min_again_3.tif,292,769,0.9993376135826111
Re_phen_15min_again_3.tif,292,445,0.956669270992279
Re_phen_15min_again_3.tif,312,575,0.999961256980896
Re_phen_15min_again_3.tif,304,889,0.9956809282302856
Re_phen_15min_again_3.tif,291,284,0.7010995745658875
Re_phen_15min_again_3.tif,294,291,0.9983906745910645
Re_phen_15min_again_3.tif,295,226,0.9995275735855103
Re_phen_15min_again_3.tif,294,561,0.7131247520446777
Re_phen_15min_again_3.tif,299,99,0.9990899562835693
Re_phen_15min_again_3.tif,302,76,0.9999489784240723
Re_phen_15min_again_3.tif,302,427,0.9999310970306396
Re_phen_15min_again_3.tif,307,743,0.9995526671409607
Re_phen_15min_again_3.tif,307,389,0.7262299060821533
Re_phen_15min_again_3.tif,311,1,0.9638671278953552
Re_phen_15min_again_3.tif,313,92,0.9976443648338318
Re_phen_15min_again_3.tif,311,423,0.7755205631256104
Re_phen_15min_again_3.tif,311,653,0.9453293681144714
Re_phen_15min_again_3.tif,315,37,0.9464336633682251
Re_phen_15min_again_3.tif,317,923,0.9989835619926453
Re_phen_15min_again_3.tif,320,185,0.7880181074142456
Re_phen_15min_again_3.tif,326,649,0.9998792409896851
Re_phen_15min_again_3.tif,321,45,0.8481662273406982
Re_phen_15min_again_3.tif,325,663,0.9971680045127869
Re_phen_15min_again_3.tif,330,34,0.9966811537742615
Re_phen_15min_again_3.tif,323,18,0.7661356329917908
Re_phen_15min_again_3.tif,326,635,0.993834376335144
Re_phen_15min_again_3.tif,329,833,0.9987949132919312
Re_phen_15min_again_3.tif,329,12,0.9996756315231323
Re_phen_15min_again_3.tif,330,213,0.9987286925315857
Re_phen_15min_again_3.tif,330,876,0.9987693428993225
Re_phen_15min_again_3.tif,334,535,0.9999935626983643
Re_phen_15min_again_3.tif,337,70,0.9707666039466858
Re_phen_15min_again_3.tif,333,721,0.9983166456222534
Re_phen_15min_again_3.tif,341,628,0.9910961389541626
Re_phen_15min_again_3.tif,333,658,0.7939656376838684
Re_phen_15min_again_3.tif,339,600,0.9954622387886047
Re_phen_15min_again_3.tif,350,530,0.9967426657676697
Re_phen_15min_again_3.tif,342,1015,0.9995693564414978
Re_phen_15min_again_3.tif,343,27,0.9370405077934265
Re_phen_15min_again_3.tif,346,144,0.9973504543304443
Re_phen_15min_again_3.tif,346,595,0.781882643699646
Re_phen_15min_again_3.tif,350,291,0.9995930790901184
Re_phen_15min_again_3.tif,350,507,0.999101996421814
Re_phen_15min_again_3.tif,352,32,0.9982705116271973
Re_phen_15min_again_3.tif,351,1013,0.7910013198852539
Re_phen_15min_again_3.tif,356,251,0.9990381002426147
Re_phen_15min_again_3.tif,356,775,0.9971998929977417
Re_phen_15min_again_3.tif,353,516,0.7015699148178101
Re_phen_15min_again_3.tif,353,518,0.7162349820137024
Re_phen_15min_again_3.tif,356,1021,0.802439272403717
Re_phen_15min_again_3.tif,363,661,0.9999958276748657
Re_phen_15min_again_3.tif,360,669,0.7436369061470032
Re_phen_15min_again_3.tif,366,300,0.9296551942825317
Re_phen_15min_again_3.tif,365,245,0.7032004594802856
Re_phen_15min_again_3.tif,368,513,0.7077271938323975
Re_phen_15min_again_3.tif,371,598,0.98087477684021
Re_phen_15min_again_3.tif,370,144,0.7683151960372925
Re_phen_15min_again_3.tif,375,1010,0.9967940449714661
Re_phen_15min_again_3.tif,378,433,0.9912369251251221
Re_phen_15min_again_3.tif,377,655,0.9973766803741455
Re_phen_15min_again_3.tif,372,988,0.7263832092285156
Re_phen_15min_again_3.tif,388,717,0.99972003698349
Re_phen_15min_again_3.tif,380,163,0.999710738658905
Re_phen_15min_again_3.tif,381,817,0.9983831644058228
Re_phen_15min_again_3.tif,379,994,0.9998379945755005
Re_phen_15min_again_3.tif,378,138,0.8526533246040344
Re_phen_15min_again_3.tif,381,537,0.9997078776359558
Re_phen_15min_again_3.tif,382,196,0.915897786617279
Re_phen_15min_again_3.tif,381,827,0.7162654399871826
Re_phen_15min_again_3.tif,387,663,0.9934839606285095
Re_phen_15min_again_3.tif,386,832,0.9846204519271851
Re_phen_15min_again_3.tif,383,1003,0.7054987549781799
Re_phen_15min_again_3.tif,389,387,0.9966108202934265
Re_phen_15min_again_3.tif,390,708,0.9942149519920349
Re_phen_15min_again_3.tif,390,165,0.854851245880127
Re_phen_15min_again_3.tif,393,622,0.9972027540206909
Re_phen_15min_again_3.tif,396,298,0.9986623525619507
Re_phen_15min_again_3.tif,400,551,0.9993999004364014
Re_phen_15min_again_3.tif,408,682,0.9998430013656616
Re_phen_15min_again_3.tif,406,586,0.9982220530509949
Re_phen_15min_again_3.tif,403,879,0.9911331534385681
Re_phen_15min_again_3.tif,403,6,0.986229658126831
Re_phen_15min_again_3.tif,410,304,0.9999940395355225
Re_phen_15min_again_3.tif,408,733,0.9962823987007141
Re_phen_15min_again_3.tif,405,536,0.9850984811782837
Re_phen_15min_again_3.tif,408,645,0.9994776844978333
Re_phen_15min_again_3.tif,409,782,0.9709149599075317
Re_phen_15min_again_3.tif,413,316,0.9975773692131042
Re_phen_15min_again_3.tif,416,412,0.9990370273590088
Re_phen_15min_again_3.tif,418,244,0.9999189376831055
Re_phen_15min_again_3.tif,415,504,0.9975159168243408
Re_phen_15min_again_3.tif,417,105,0.9977893829345703
Re_phen_15min_again_3.tif,412,547,0.7878363132476807
Re_phen_15min_again_3.tif,413,743,0.7041214108467102
Re_phen_15min_again_3.tif,415,712,0.7116400599479675
Re_phen_15min_again_3.tif,415,738,0.7112094163894653
Re_phen_15min_again_3.tif,422,617,0.9999897480010986
Re_phen_15min_again_3.tif,420,649,0.9973973035812378
Re_phen_15min_again_3.tif,423,596,0.9962570667266846
Re_phen_15min_again_3.tif,420,719,0.997766375541687
Re_phen_15min_again_3.tif,420,748,0.9725552201271057
Re_phen_15min_again_3.tif,419,672,0.780966579914093
Re_phen_15min_again_3.tif,422,310,0.7770277857780457
Re_phen_15min_again_3.tif,425,845,0.9124508500099182
Re_phen_15min_again_3.tif,427,807,0.9995668530464172
Re_phen_15min_again_3.tif,437,408,0.9998738765716553
Re_phen_15min_again_3.tif,425,296,0.7225827574729919
Re_phen_15min_again_3.tif,428,712,0.9988442659378052
Re_phen_15min_again_3.tif,432,428,0.9952061772346497
Re_phen_15min_again_3.tif,439,819,0.9729942679405212
Re_phen_15min_again_3.tif,428,235,0.7537497878074646
Re_phen_15min_again_3.tif,428,750,0.7346231937408447
Re_phen_15min_again_3.tif,431,769,0.9987792372703552
Re_phen_15min_again_3.tif,435,109,0.9928834438323975
Re_phen_15min_again_3.tif,431,1012,0.8973276019096375
Re_phen_15min_again_3.tif,437,597,0.9809938669204712
Re_phen_15min_again_3.tif,433,614,0.7021993398666382
Re_phen_15min_again_3.tif,437,753,0.9979654550552368
Re_phen_15min_again_3.tif,438,122,0.9982284903526306
Re_phen_15min_again_3.tif,437,825,0.7736833691596985
Re_phen_15min_again_3.tif,445,393,0.9997205138206482
Re_phen_15min_again_3.tif,438,763,0.7046193480491638
Re_phen_15min_again_3.tif,439,765,0.7001506686210632
Re_phen_15min_again_3.tif,445,439,0.997327446937561
Re_phen_15min_again_3.tif,442,585,0.9565978050231934
Re_phen_15min_again_3.tif,448,833,0.9834397435188293
Re_phen_15min_again_3.tif,443,424,0.7874999642372131
Re_phen_15min_again_3.tif,446,104,0.9825542569160461
Re_phen_15min_again_3.tif,443,596,0.7030482888221741
Re_phen_15min_again_3.tif,445,598,0.7891677021980286
Re_phen_15min_again_3.tif,447,349,0.9086435437202454
Re_phen_15min_again_3.tif,451,977,0.9998090863227844
Re_phen_15min_again_3.tif,453,363,0.9987602233886719
Re_phen_15min_again_3.tif,452,215,0.9959968328475952
Re_phen_15min_again_3.tif,455,201,0.9992602467536926
Re_phen_15min_again_3.tif,457,98,0.99069744348526
Re_phen_15min_again_3.tif,461,872,0.9847666621208191
Re_phen_15min_again_3.tif,461,821,0.9820395112037659
Re_phen_15min_again_3.tif,461,208,0.7162548899650574
Re_phen_15min_again_3.tif,482,984,0.9975630044937134
Re_phen_15min_again_3.tif,466,834,0.8672882318496704
Re_phen_15min_again_3.tif,471,100,0.9979584217071533
Re_phen_15min_again_3.tif,472,670,0.9998533725738525
Re_phen_15min_again_3.tif,475,520,0.9986249208450317
Re_phen_15min_again_3.tif,477,335,0.9934070110321045
Re_phen_15min_again_3.tif,485,17,0.9986804127693176
Re_phen_15min_again_3.tif,484,659,0.9987359642982483
Re_phen_15min_again_3.tif,482,243,0.9956971406936646
Re_phen_15min_again_3.tif,482,666,0.8638095855712891
Re_phen_15min_again_3.tif,483,92,0.9989100694656372
Re_phen_15min_again_3.tif,481,269,0.8386011719703674
Re_phen_15min_again_3.tif,494,284,0.9997209906578064
Re_phen_15min_again_3.tif,487,496,0.9996299743652344
Re_phen_15min_again_3.tif,490,972,0.999402642250061
Re_phen_15min_again_3.tif,490,520,0.9984991550445557
Re_phen_15min_again_3.tif,487,583,0.9855733513832092
Re_phen_15min_again_3.tif,501,592,0.9993919134140015
Re_phen_15min_again_3.tif,498,720,0.9998295307159424
Re_phen_15min_again_3.tif,496,189,0.9994568228721619
Re_phen_15min_again_3.tif,494,1021,0.9828888177871704
Re_phen_15min_again_3.tif,495,25,0.7711845636367798
Re_phen_15min_again_3.tif,496,211,0.9727858901023865
Re_phen_15min_again_3.tif,501,914,0.9997054934501648
Re_phen_15min_again_3.tif,501,403,0.9956790804862976
Re_phen_15min_again_3.tif,505,418,0.9999173879623413
Re_phen_15min_again_3.tif,504,28,0.9998202919960022
Re_phen_15min_again_3.tif,505,982,0.9791983366012573
Re_phen_15min_again_3.tif,519,795,0.9999275207519531
Re_phen_15min_again_3.tif,508,820,0.9992884397506714
Re_phen_15min_again_3.tif,508,207,0.9863603115081787
Re_phen_15min_again_3.tif,509,715,0.7478574514389038
Re_phen_15min_again_3.tif,515,728,0.9994251728057861
Re_phen_15min_again_3.tif,520,404,0.9996935129165649
Re_phen_15min_again_3.tif,512,23,0.7071656584739685
Re_phen_15min_again_3.tif,513,285,0.804714024066925
Re_phen_15min_again_3.tif,512,908,0.7030467987060547
Re_phen_15min_again_3.tif,516,592,0.9630976915359497
Re_phen_15min_again_3.tif,518,362,0.9857778549194336
Re_phen_15min_again_3.tif,517,414,0.8303429484367371
Re_phen_15min_again_3.tif,516,815,0.748130202293396
Re_phen_15min_again_3.tif,520,257,0.9666141271591187
Re_phen_15min_again_3.tif,524,233,0.9923741221427917
Re_phen_15min_again_3.tif,522,418,0.8580684661865234
Re_phen_15min_again_3.tif,524,155,0.967347264289856
Re_phen_15min_again_3.tif,532,626,0.9946615099906921
Re_phen_15min_again_3.tif,525,645,0.9828166961669922
Re_phen_15min_again_3.tif,523,601,0.702420175075531
Re_phen_15min_again_3.tif,527,264,0.9975801706314087
Re_phen_15min_again_3.tif,525,342,0.8723996877670288
Re_phen_15min_again_3.tif,525,806,0.703620433807373
Re_phen_15min_again_3.tif,530,247,0.9850069880485535
Re_phen_15min_again_3.tif,528,413,0.8015174865722656
Re_phen_15min_again_3.tif,539,585,0.9992663264274597
Re_phen_15min_again_3.tif,532,608,0.9983044862747192
Re_phen_15min_again_3.tif,533,150,0.9956009387969971
Re_phen_15min_again_3.tif,530,786,0.7013603448867798
Re_phen_15min_again_3.tif,532,862,0.9696403741836548
Re_phen_15min_again_3.tif,536,345,0.9991973042488098
Re_phen_15min_again_3.tif,538,276,0.992767333984375
Re_phen_15min_again_3.tif,537,216,0.8542683124542236
Re_phen_15min_again_3.tif,536,638,0.7533201575279236
Re_phen_15min_again_3.tif,536,1006,0.721142053604126
Re_phen_15min_again_3.tif,540,359,0.9717194437980652
Re_phen_15min_again_3.tif,546,1007,0.9994490742683411
Re_phen_15min_again_3.tif,548,641,0.9991500377655029
Re_phen_15min_again_3.tif,545,559,0.9994595646858215
Re_phen_15min_again_3.tif,541,576,0.7948799133300781
Re_phen_15min_again_3.tif,544,608,0.9995794892311096
Re_phen_15min_again_3.tif,547,817,0.9754496216773987
Re_phen_15min_again_3.tif,549,549,0.9988980293273926
Re_phen_15min_again_3.tif,545,343,0.8264780640602112
Re_phen_15min_again_3.tif,546,354,0.7027056813240051
Re_phen_15min_again_3.tif,555,67,0.9983795881271362
Re_phen_15min_again_3.tif,550,283,0.9707759618759155
Re_phen_15min_again_3.tif,551,740,0.9994854927062988
Re_phen_15min_again_3.tif,550,372,0.7935572266578674
Re_phen_15min_again_3.tif,556,928,0.9408003687858582
Re_phen_15min_again_3.tif,558,318,0.9832409620285034
Re_phen_15min_again_3.tif,560,507,0.9994003772735596
Re_phen_15min_again_3.tif,565,634,0.999427080154419
Re_phen_15min_again_3.tif,558,791,0.9194831848144531
Re_phen_15min_again_3.tif,559,300,0.8244975805282593
Re_phen_15min_again_3.tif,561,393,0.9575535655021667
Re_phen_15min_again_3.tif,559,650,0.7337712049484253
Re_phen_15min_again_3.tif,560,481,0.7022019028663635
Re_phen_15min_again_3.tif,567,485,0.9998946189880371
Re_phen_15min_again_3.tif,567,565,0.9969504475593567
Re_phen_15min_again_3.tif,565,70,0.7706583738327026
Re_phen_15min_again_3.tif,568,580,0.9952945113182068
Re_phen_15min_again_3.tif,566,63,0.709527850151062
Re_phen_15min_again_3.tif,571,122,0.9996657371520996
Re_phen_15min_again_3.tif,573,326,0.9957291483879089
Re_phen_15min_again_3.tif,570,3,0.9979658126831055
Re_phen_15min_again_3.tif,571,764,0.9986365437507629
Re_phen_15min_again_3.tif,567,785,0.7099178433418274
Re_phen_15min_again_3.tif,577,499,0.999634861946106
Re_phen_15min_again_3.tif,579,203,0.9971838593482971
Re_phen_15min_again_3.tif,578,749,0.8814630508422852
Re_phen_15min_again_3.tif,577,778,0.9270443916320801
Re_phen_15min_again_3.tif,580,522,0.9978494644165039
Re_phen_15min_again_3.tif,584,763,0.9998643398284912
Re_phen_15min_again_3.tif,582,923,0.9917565584182739
Re_phen_15min_again_3.tif,588,197,0.9992200136184692
Re_phen_15min_again_3.tif,584,369,0.9989628791809082
Re_phen_15min_again_3.tif,585,625,0.9992314577102661
Re_phen_15min_again_3.tif,583,878,0.9970079064369202
Re_phen_15min_again_3.tif,586,782,0.9858890175819397
Re_phen_15min_again_3.tif,585,208,0.7035366296768188
Re_phen_15min_again_3.tif,590,264,0.9974752068519592
Re_phen_15min_again_3.tif,592,741,0.9953290224075317
Re_phen_15min_again_3.tif,595,888,0.9997329115867615
Re_phen_15min_again_3.tif,590,499,0.7081958651542664
Re_phen_15min_again_3.tif,597,492,0.9999818801879883
Re_phen_15min_again_3.tif,592,136,0.7225252985954285
Re_phen_15min_again_3.tif,592,500,0.7148535847663879
Re_phen_15min_again_3.tif,595,617,0.9951043128967285
